Title,TeacherName,Description,Degree,Co-researchers
"Phát hiện đối tượng, phân tích ảnh và video, nhận dạng đối tượng, hành vi, cử chỉ",Nguyễn Linh Giang,"Mục tiêu: Nghiên cứu phát triển, ứng dụng các phương pháp xử lý ảnh, nhận dạng đối tượng trong ảnh, video phục vụ bài toán phát hiện đối tượng, xác thực, phân tích trạng thái đối tượng. Nội dung: - Nghiên cứu, tìm hiểu các phương pháp học máy, học sâu, mạng nơ-ron sâu và AI; - Nghiên cứu tìm hiểu các bài toán nhận dạng đối tượng: phát hiện và nhân dạng đối tượng, nhận dạng đối tượng dựa trên các đặc trưng hình dạng, bề mặt, sinh trắc khuôn mặt, vân tay, ... - Phân tích cảm xúc dựa trên cử chỉ, nét mặt, hành vi, ... - Phát triển ứng dụng phát hiện đối tượng trong các môi trường khác nhau, xác thực đa yếu tố dựa trên dấu hiệu sinh trắc, nhận dạng đối tượng, nhận dạng cảm xúc.","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, ThSKT, HEDSPI",
"Xây dựng các cơ chế, hệ thống Quản trị truy cập, Đăng nhập một lần.",Nguyễn Linh Giang,"Mục tiêu: Xây dựng quản trị truy cập dựa trên các mô hình quản trị RBAC, ABAC, đăng nhập một lần, OpenID, Oauth. Nội dung: - Tìm hiểu các mô hình quản trị truy cập RBAC, ABAC. - Tìm hiểu các giao thức OpenID, các cơ chế Single-Sign-On. - Tìm hiểu các hệ thống mã nguồn mở cung cấp tính năng quản trị truy cập theo phân vai, theo thuộc tính, tính năng cấp phát, sử dụng chứng thư số, ... - Xây dựng thử nghiệm hệ thống quản lý thông tin trong đó có các chức năng quản trị truy cập, đăng nhập một lần, xác thực sử dụng chứng thư số.","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, HEDSPI",
Giao dịch điện tử an tòan trên cơ sở PKI. Triển khai các PKI mã nguồn mở.,Nguyễn Linh Giang,"Tìm hiểu về PKI, xác thực, chữ ký số. Giao dịch an toàn, workflow an toàn và có kiểm soát. Áp dụng các CA mã nguồn mở như EJBCA, OpenCA. Triển khai ứng dụng cấp phát, quản lý chứng thư số, áp dụng chứng thư số trong quản trị xác thực, kiểm soát toàn vẹn cho bản ghi. Ngôn ngữ lập trình: PHP, Java, ...","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, ThSKT, HEDSPI",SmartOSC
"Phát hiện xâm nhập, phòng chống tấn công trong IoT",Nguyễn Linh Giang,"Nghiên cứu, thử nghiệm các dạng tấn công, mô hình tấn công và phát hiện, phòng chống tấn công trong các hệ thống IoT, mạng cảm biến không dây sử dụng mô phỏng và các phương pháp phân tích dữ liệu tiên tiến.","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Xây dựng Chatbot sử dụng các công nghệ trí tuệ nhân tạo,Nguyễn Linh Giang,"Mục tiêu: Xây dựng hệ thống hội thoại người-máy Chatbot Nội dung: - Tìm hiểu các công nghệ xử lý ngôn ngữ tự nhiên, đặc biệt xử lý tiếng Việt; - Tìm hiểu các Bot framework, TensorFlow, NoSQL, MongoDB, Python. - Lập trình xây dựng Chatbot sử dụng ngôn ngữ Python.","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, HEDSPI",
Nghiên cứu và ứng dụng mã hóa bảo mật ảnh qua Internet (Image Encryption),Nguyễn Thị Hoàng Lan,,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Nghiên cứu và ứng dụng giấu tin trong ảnh mã hóa (Reversible Data Hiding in Encrypted Image),Nguyễn Thị Hoàng Lan,,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
"Nghiên cứu kỹ thuật giấu tin trong ảnh, video và ứng dụng (Image/ video Steganography and Applications)",Nguyễn Thị Hoàng Lan,,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Công nghệ truyền dòng video (Video Streaming over HTTP) dùng Web theo chuẩn MPEG DASH và ứng dụng,Nguyễn Thị Hoàng Lan,,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
"Kỹ thuật ""Live Video Streaming"" và phát triển ứng dụng thiết bị mobile",Nguyễn Thị Hoàng Lan,,,
Công nghệ phát hiện ảnh giả và ứng dụng (Fake Image Detection and Application),Nguyễn Thị Hoàng Lan,,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Kỹ thuật ảnh 3D và ứng dụng trong nhận dạng khuôn mặt (3D Face Recognition),Nguyễn Thị Hoàng Lan,,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
"An ninh sinh trắc học, nghiên cứu phát triểncông nghệ nhận dạng đa sinh trắc (Multibiometric Recognition, Multibiometric System)",Nguyễn Thị Hoàng Lan,,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Phát hiện và theo dõi người chuyển động trong video (Human Detection in Video and Tracking),Nguyễn Thị Hoàng Lan,,"ThSKH, KSCQ, KSTN, CTTT, Viet-Phap, HEDSPI",
Nghiên cứu áp dụng công nghệ AI trong hệ thống IoT (Artificial Intelligence for IoT System),Nguyễn Thị Hoàng Lan,,"ThSKH, CNTH, KSCQ, SIE, KSTN, CTTT, Viet-Phap, LATS, KSCLC, ThSKT, HEDSPI",
Phát triển hệ thống mô phỏng tín hiệu định vị vệ tinh dựa trên công nghệ SDR,Nguyễn Đình Thuận,,"CNKT, KSCQ, SIE, KSTN, CTTT, HEDSPI",Viettel Group
Xây dựng hệ thống quản lý quy trình công việc,Nguyễn Đình Thuận,,"CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, HEDSPI",
Phát triển hệ thống quản lý ra vào dựa trên nền tảng IOT,Nguyễn Đình Thuận,,"CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, HEDSPI",
Phát triển hệ thống giám sát tình trạng can thiệp tín hiệu định vị thời gian thực,Nguyễn Đình Thuận,"Sinh viên được yêu cầu phát triển thuật toán bên phía thiết bị hoặc server để phân tích dữ liệu gửi về (có thể sử dụng ML/DL), từ đó dự đoán/phân loại các can thiệp lên tín hiệu định vị","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, KSCLC, CN, ThSKT, VLVH, HEDSPI",Viettel Group
Phát triển ứng dụng di động,Nguyễn Đình Thuận,Phát triển ứng dụng đọc và hiển thị các định dạng file trên ứng dụng di động,,
Xây dựng phần mềm học tiếng Anh sử dụng AI,Nguyễn Đình Thuận,,"CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",
Phát triển website in ấn có lựa chọn sản phẩm,Nguyễn Đình Thuận,,,
Học lập trình online,Nguyễn Đình Thuận,,,
Xây dựng hệ thống nhập liệu tích hợp dựa trên ứng dụng di động Barcode 2 chiều và Excel,Nguyễn Đức Tiến,"Đề tài gồm 3 nội dung: công việc 0. Đọc hiểu mã nguồn và báo cáo của ver 1.0, Android Native 1. Xây dựng ứng dụng di động có chức năng - Nhập số liệu qua QRCode, hoặc số liệu trực tiếp qua bàn phím Qwerty - Có nhiều trường dữ liệu nhập với các định dạng text, và ảnh - Cấu trúc và số lượng các trường dữ liệu, tạo nên các form nhập liệu khác nhau và được lưu trữ, mở rộng linh hoạt 2. Xây dựng ứng dụng máy chủ để đón nhận dữ liệu truyền từ di động 3. Xây dựng ứng dụng nhúng trong MS Excel với chức năng - Nhận dữ liệu từ máy chủ dịch vụ - Điền các thông tin nhận được vào các cell trong Excel - Nội dung của các cell, tương đương với các trường nhập liệu, tức là có thể ở dạng text hoặc ảnh","VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, HEDSPI",
Xây dựng hệ thống xếp hàng tại chỗ,Nguyễn Đức Tiến,Quản lý người tham gia tới xếp hàng tại chỗ Linh hoạt để di chuyển Không yêu cầu định danh chặt chẽ người dùng.,,
Xây dựng hệ thống check-in tại chỗ,Nguyễn Đức Tiến,"- Yêu cầu định danh chặt chẽ dựa trên thẻ sinh viên, chụp ảnh, nhận dạng mặt, nhằm - đáp ứng check-in ở nhiều điểm Post of Check-in, một chuỗi POC trong một sự kiện lớn nào đó.",,
Xây dựng website quản lý xưởng sửa chữa xe máy,Nguyễn Đức Tiến,"Mục tiêu chính của đồ án là xây dựng một ứng dụng web trên nảng tảng ngôn ngữ Python FastAPI và VueJS. Thông qua ứng dụng này, các xưởng bảo dưỡng xe có thể quản lý, hỗ trợ kiểm soát quy trình bảo dưỡng, sửa chữa, quản lý vật tư và chăm sóc khách hàng hiệu quả, nhanh chóng, tiện lợi.",,
Thu thập và vẽ cây phụ thuộc của các học phần,Nguyễn Đức Tiến,"Từ khóa: selenium, crawl, webapi, web, text2graph - Thu thâp số liệu học phần - Phát triển thuật toán tìm kiêm vẽ cây phụ thuộc - Trich xuất và vẽ sơ đồ phụ thuộc. Phát triển các thuật toán và các cách biểu diễn khác nhau - Xây dựng webapi cung cấp dịch vụ - Xây dựng website hiển thị thông tin. - Đọc thư mục file Word đề cương --> trình xuất thông tin để có danh sách học phàn điều kiện - Lưu lại lịch sử truy cập để phát hiện các học phân hay dược quan tâm Mã nguồn tham khảo: https://github.com/neittien0110/CourseDependency Chạy demo: http://sinno.soict.ai/StudyAndResearch.html","SIE, HEDSPI, CN, CNKT, KSCQ",
Trí tuệ nhân tạo ứng dụng,Nguyễn Đức Toàn,"Giải quyết các vấn đề, dự án thực tiễn bằng trí tuệ nhân tạo (học máy, học sâu, học tăng cường): + Phân tích tổng hợp thông tin, đưa ra các dự báo, hỗ trợ ra quyết định + Phát hiện các hành vi gian lận, giả mạo + Phân tích, xử lý dữ liệu lớn + Xây dựng các ứng dụng áp dụng trí tuệ nhân tạo","ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Xây dựng và phát triển các giải pháp IoT,Nguyễn Đức Toàn,"Xây dựng hê thống phần cứng IoT thông minh: + Làm việc với thiết bị IoT (sensors, andruino,..): thu thập dữ liệu từ môi trường, điều khiển các thiết bị IoT (máy bơm, hệ thống trộn, máy che,..) + Giao tiếp trong mạng sensor: tiết kiệm năng lượng, đáp ứng nhanh + Giao tiếp trong hệ thống thu thập, lưu trữ dữ liệu: kết nối linh hoạt (WiFi, 4G), lưu trữ trên cloud, lưu trữ trên server, PC Phát triển phần mềm IoT thông minh: + Thu thập, phân tích và xử lý dữ liệu từ sensor + Trợ giúp ra quyết định điều khiển hệ thống IoT + Thống kê, báo cáo","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Điều khiển mạng bằng phần mềm (Software Defined Networking),Nguyễn Đức Toàn,"- Tìm hiểu và điều khiển các mạng + Xe tự hành + Drone + 5G/6G + Mạng xe cộ (Internet of Vehicles) + Mạng IoT (edge computing, fog computing, cloud computing) - Đo đạc hiêu năng mạng + Đo đạc trên thiết bị thật + Tính toán trên môi trường mô phỏng - Tìm hiểu, triển khai các giao thức mạng + Định tuyến đa đường + Định tuyến nguồn + Adaptive streaming","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
An toàn bảo mật thông tin,Nguyễn Đức Toàn,"- Tìm hiểu và triển khai các giải pháp mã hóa và giải mã thông tin - Tìm hiểu nguyên lý hoạt động của mã độc để phát hiện và ngăn chặn/ loại trừ mã độc - Tìm hiểu các cơ chế tấn công mạng, đưa ra giải pháp phát hiện và ngăn chặn/ loại trừ tấn công - Xây dựng ứng dụng áp dụng công nghệ bảo mật (blockchain,..)","ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Xây dựng các phần mềm thông minh trên Smart phone có khả năng ứng dụng thực tiễn,Nguyễn Đức Toàn,"Xây dựng các ứng dụng mobile (native - Android, iOS, hybrid - Flutter, React Native,Ionic) + Ví dụ ứng dụng mobile: app đặt vé xem phim, app đặt xe (như grab), app quản lý kho + Ví dụ về ứng dụng có áp dụng trí tuệ nhân tạo: ứng dụng nhận diện biển xe (xe máy, ô tô), ứng dụng gợi ý / lập lịch làm việc","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
"Triển khai hệ thống, lập trình ứng dụng",Nguyễn Đức Toàn,"Lập trình ứng dụng Web, Mobile Xây dựng và triển khai hệ thống máy chủ, các hệ thống ảo hoá, các dịch vụ máy chủ, API",,
Ứng dụng IoT và AI trong lĩnh vực nông nghiệp Việt nam,Ngô Quỳnh Thu,"Trong hướng nghiên cứu này, sinh viên có cơ hội thiết kế các giải pháp ICT theo yêu cầu của các loại khách hàng khác nhau, áp dụng các công nghệ mới nhất của Internet of Things và AI trong lĩnh vực nông nghiệp của Việt nam. Các công nghệ mới của IoT được sử dụng giao thức MQTT, thiết bị ESP hệ điều hành FREERTOS... Các bài toán AI là các bài toán tối ưu để tiết kiệm điện, tiết kiệm nước, giảm giá thành sản xuất, tăng sản lượng... Sinh viên cũng có cơ hội tiếp xúc trực tiếp với khách hàng, làm việc trực tiếp với doanh nghiệp (Công ty nghiên cứu phát triển nước ngoài, công ty chi nhánh tại Hà nội và HCM) cũng như các chuyên gia nông nghiệp để cùng giảng viên thực hiện thiết kế, triển khai, thử nghiệm các giải pháp này. Các hệ thống và các hoạt động này được triển khai tại PTN B1-901 Viện CNTT-TT. Yêu cầu kiến thức cơ bản: Mạng máy tính, lập trình mạng, hệ điều hành mã nguồn mở. Liên hệ giảng viên: 0912528824, quynhthungo@gmail.com","ThSKH, KSCQ, KSTN, CTTT, LATS, KSCLC, HEDSPI",
Ứng dụng IoT và AI trong lĩnh vực thuỷ sản của Việt nam,Ngô Quỳnh Thu,"Trong hướng nghiên cứu này, sinh viên có cơ hội thiết kế các giải pháp ICT theo yêu cầu của khách hàng khác nhau, áp dụng các công nghệ mới nhất của IoT và AI trong lĩnh vực thuỷ sản của Việt nam. Các công nghệ mới của IoT được sử dụng giao thức truyền thông IoT, các bài toàn AI liên quan đến xử lý ảnh phát hiện bệnh trên các loại thuỷ sản chủ lực (tôm, cá...), các IoT platform của VNPT như SCP... Sinh viên cũng có cơ hội tiếp xúc trực tiếp với khách hàng, làm việc trực tiếp với doanh nghiệp (Trung tâm nghiên cứu của các tập đoàn công nghệ hàng đầu của Việt nam) cũng như các chuyên gia thuỷ sản để cùng giảng viên thực hiện thiết kế, triển khai, thử nghiệm các giải pháp này. Các hệ thống và các hoạt động này được triển khai tại PTN B1-901 Viện CNTT-TT. Yêu cầu kiến thức cơ bản: Mạng máy tính, lập trình mạng, hệ điều hành mã nguồn mở.","ThSKH, KSCQ, KSTN, CTTT, KSCLC, HEDSPI",
Ứng dụng Blockchain trong lĩnh vực y tế,Ngô Quỳnh Thu,"Trong khuôn khổ đề tài này, sinh viên sẽ có cơ hội làm việc trực tiếp với giảng viên và bệnh viện tại Hà nội để tham gia tìm hiểu yêu cầu thực tế, sau đó thực hiện quá trình thiết kế và triển khai các giải pháp ICT sử dụng công nghệ Blockchain có tính thực tiễn cao trong lĩnh vực y tế. Các hệ thống sẽ được triển khai tại PTN B1-901, Viện CNTT-TT.","KSCQ, KSTN, CTTT, KSCLC, HEDSPI",
Chuyển đổi IPv4 sang IPv6,Phạm Huy Hoàng,"Tìm hiểu các chiến lược chuyển đổi hệ thống từ IPv4 lên IPv6 và cài đặt thử nghiệm, đánh giá ưu nhược điểm của các phương án chuyển đổi",,
Mạng thế hệ mới SDN và thử nghiệm multicast,Phạm Huy Hoàng,- Tìm hiểu mô hình SDN - Cài đặt giả lập mạng SDN với Mininet. - Cài đặt Controller OpenDaylight - Cài đặt ứng dụng giao tiếp với các switch SDN qua OpenDaylight để triển khai bài toán multicast trên mạng giả lập này và đo đạc các thông số lưu lượng,,
Xây dựng chương trình quản trị mạng SDN,Phạm Huy Hoàng,"- Tìm hiểu mô hình SDN - Cài đặt giả lập mạng SDN với Mininet. - Cài đặt Controller (OpenDaylight hoặc khác) - Cài đặt ứng dụng quản trị mạng giao tiếp với các switch SDN qua controller. ứng dụng này cho phép tự động phân tích và hiển thị topo mạng cùng với các tham số, cho phép điều chỉnh các tham số, cho phép đo đạc các thông số live trên mạng đang chạy",,
Switching layer 3 tích hợp SDN để đảm bảo băng thông video streaming theo nhu cầu,Phạm Huy Hoàng,"Mạng IP truyền thống sử dụng router kết nối liên mạng thông qua chức năng tầng 3 (tầng mạng). Trong phạm vi các mạng nội bộ, switch layer 3 đang được triển khai áp dụng nhiều hơn router. SDN có tư tưởng sử dụng switching tập trung và diện rộng. Đề tài này tìm hiểu các công nghệ liên quan và triển khai thử nghiệm các bài toán sau: xây dựng VLAN với SDN và điểu khiển băng thông theo nhu cầu (ví dụ xây dựng VLAN kết nối video streaming giữa các trạm VLAN và điều khiển băng thông khi có các session video streaming)",,
Xây dựng các module Web hỗ trợ học online với XBlock,Phạm Huy Hoàng,"XBlock được open edX (project xây dựng platform học online của các trường đại học Mỹ như MIT, Burkeley, Stanford, v.v..) đưa ra nhằm mục địch chuẩn hóa modul xây dựng học liệu cho các hệ thống học online. Hiện tại XBlock đang được nhiều hệ thống học online sử dụng như https://www.edx.org/ hay ngay tại HUST/SoICT: https://daotao.ai XBlock cho phép tạo ra nhiều loại dữ liệu phục vụ đào tạo online, như là nhúng câu hỏi vào video, tự động kiểm tra thiết kế mạch điện đúng, hay tự động kiểm tra code chương trình đúng, v.v.. . Đề tài này yêu cầu sinh viên tìm hiểu kiến trúc XBlock trong kiến trúc tổng thể open edX và xây dựng các module XBlock hỗ trợ các dạng học liệu mới. Link tham khảo: - Giới thiệu về XBlock: https://docs.huihoo.com/edx/open-edx-xblock-tutorial/overview/introduction.html#overview - XBlock tutorial: https://docs.huihoo.com/edx/open-edx-xblock-tutorial/index.html - XBlock Courseware Components: https://github.com/edx/XBlock/blob/master/README.rst",,
Load balancing cho hệ thống MOOC,Phạm Huy Hoàng,"Hệ thống hỗ trợ học online cỡ lớn (MOOC - Massive Open Online Courses) cho phép nhiều trường đại học cùng tham gia và chia sẻ khóa học. Tham khảo hệ thống MOOC của các trường đại học Mỹ: https://www.edx.org/ HUST/SoICT đang xây dựng hệ thống MOOC (https://daotao.ai) và sẽ mở cho các trường khác tham gia. Với số lượng tham gia nhiều, bài toán cân bằng tải cần được nghiên cứu xử lý cho hệ thống này. Link tham khảo: - open edX: https://readthedocs.org/projects/edx-installing-configuring-and-running/downloads/pdf/latest/ - cân bằng tải cho open edX: https://blog.lawrencemcdaniel.com/scaling-open-edx/",,
"Phát triển hệ thống IoT cho ứng dụng smart home, smart community, smart society",Phạm Ngọc Hưng,"Phát triển các thành phần của hệ thống: Mobile App sử dụng React-Native, Back-end server sử dụng C# .Net Core, Web front-end sử dụng JS, Angular.","ThSKH, KSCQ, SIE, KSTN, CTTT, CN, ThSKT, HEDSPI",
Xây dựng hệ thống tưới cây ban công tự động,Trương Thị Diệu Linh,"Hiện nay ngày càng có nhiều hộ gia đình trồng cây cảnh trong chậu trên ban công cho nhu cầu giải trí. Tuy vậy, mỗi khi đi du lịch hoặc đi vắng một thời gian, chủ nhà lại phải tính toán các giải pháp tưới cho các cây này. Có một số hệ thống đã có trên thị trường tuy nhiên khi triển khai lại gặp vấn đề khó khăn, ví dụ khả năng tưới tự động kém, khả năng điều chỉnh lượng tưới thấp, khả năng điều khiển từ xa kém, bắt buộc phải có nguồn nước, nguồn điện ở ban công v.v... Nhiệm vụ của đồ án là đưa ra và triển khai giải pháp phù hợp. - Xây dựng mô hình - Xây dựng server (dự kiến sử dụng NodeJS) - Xây dựng ứng dụng client (trên nền Arduino)","CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, HEDSPI",
Thiết kế mạng quang không dây tầm cao,Trương Thị Diệu Linh,"Truyền thông quang không dây - Free Space Optics (FSO) sử dụng sóng ánh sáng lan truyền trong không gian để truyền dữ liệu. Thiết bị thu phát FSO thương mại đã được sử dụng để truyền dữ liệu giữa các điểm gần nhau trên mặt đất ở tốc độ 1-2 Gbps. Trong mô hình mạng 6G, FSO được đề xuất sử dụng để giao tiếp giữa các vệ tinh, giữa các thiết bị bay tầm cao HAP (high-altitude platform) ở độ cao trên 22 km. Ở độ cao này, các kết nối FSO khá phù hợp với mạng 6G do ít chịu ảnh hưởng của các yếu tố thời tiết và do đó có thể truyền dữ liệu vẫn với tốc độ hàng Gbps cho mỗi bước sóng nhưng ở khoảng cách rất xa đến 100 km. FSO cũng đã và đang được các tập đoàn lớn như Facebook, Google, Thales nghiên cứu để sử dụng cho cả các kết nối giữa HAP và mặt đất. Kết nối FSO sẽ cho tốc độ truyền dữ liệu cao hơn rất nhiều so với các hình thức kết nối bằng tần số Radio đang được sử dụng rộng rãi hiện nay. Mặc dù vậy, việc sử dụng FSO cho kết nối từ vệ tinh, HAP tới mặt đất vẫn còn là vấn đề mở do sự ảnh hưởng của các yếu tố thời tiết như mây, sương đến tính sẵn sàng của kết nối. Ngoài ra, một vấn đề cần nghiên cứu nữa là thiết kế mạng lưới các HAP, các thiết bị FSO như thế nào để có thể đáp ứng hết nhu cầu truyền tải dữ liệu giữa các trạm mặt đất trong khuôn khổ năng lượng hạn chế của các thiết bị bay tầm cao. Đề tài này tập trung vào vấn đề: - Thiết kế mạng luới HAP sao cho có thể bao phủ hết các FSO dưới mặt đất với chi phí nhỏ nhất có thể trong khung cảnh nhiều ràng buộc vật lý. - Xác định mô hình FSO tối ưu trên các HAP. Tài liệu tham khảo: Dieu Linh Truong, Xuan Vuong Dang, The Ngoc Dang, ""Survivable free space optical mesh network using high-altitude platforms"", Optical Switching and Networking, 2022, 100716, ISSN 1573-4277, https://doi.org/10.1016/j.osn.2022.100716. Nhiệm vụ: - Tìm hiểu nghiên cứu đã có - Cải tiến và cài đặt và thử nghiệm thuật toán cải tiến. Yêu cầu đối với SV: - Kiến thức thuật toán, lập trình.","CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, HEDSPI",
"Nghiên cứu về các vấn đề trong An ninh Mạng (Network Security), tập trung vào các kỹ thuật phát hiện xâm nhập",Trần Hoàng Hải,"- Tìm hiểu về An ninh Mạng, Network Intrusion Detection System - Tìm hiểu các kỹ thuật phát hiện xâm nhập Signature-based, Anomaly Detection - Ứng dụng các công cụ phân tích và xử lý dữ liệu tăng tốc độ xử lý dữ liệu cho N-IDS - Tham gia xây dựng platform về phát hiện tấn công mạng Định hướng: Sinh viên sẽ có 1 kết quả là 1 bài báo Scopus, đồng hướng dẫn với Gs nước ngoài và có nhiều cơ hội lấy học bổng đi học SĐH.","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Nghiên cứu các vấn đề bảo mật trên tầng mạng của Mobile Adhoc Network,Trần Hoàng Hải,"Tìm hiểu, mô phỏng các hình thức tấn công trên mạng Mobile Ad hoc, tìm hiểu, nghiên cứu và đánh giá khả năng chịu tấn công các giao thức bảo mật định tuyến, các phương pháp phòng chống tấn công. Định hướng: Sinh viên sẽ có 1 kết quả là 1 bài báo Scopus, đồng hướng dẫn với Gs nước ngoài và có nhiều cơ hội lấy học bổng đi học SĐH.","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Thuật toán đồ thị áp dụng mạng WSNs xử lý bài toán cân bằng năng lượng,Trần Hoàng Hải,"Định hướng: Sinh viên được học cách làm nghiên cứu, đồng hướng dẫn với Gs nước ngoài và có nhiều cơ hội lấy học bổng đi học SĐH.","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Nghiên cứu và xây dựng mô hình tích hợp trí tuệ nhân tạo vào mạng SDN,Trần Hải Anh,"Chúng ta đều biết ưu điểm của mang Software-Defined Network (SDN) là mang đến khả năng điều khiển và cái nhìn tập trung toàn cục cho hệ thống. Từ đó, nếu biết kếp hợp khéo léo với mô-đun phân tích dữ liệu mạng thì có thể đem lại khả năng triển khai một Tầng Tri Thức (Knowledge Plane) lên trên kiến trúc SDN, mở ra khả năng tích hợp những kỹ thuật Học Máy (Machine Learning) và Học Sâu (Deep Learning) vào kiến trúc SDN truyền thống, đem lại những ưu điểm vượt trội. Đề tài mở ra hướng nghiên cứu rất rộng và mới, phù hợp với xu thế phát triển của Mạng máy tính trong tương lai.","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Nghiên cứu và xây dựng kiến trúc Mạng định nghĩa bằng phần mềm (Knowledge-defined Network),Trần Hải Anh,"Sự phát triển của Công nghệ tính toán khắp nơi và Internet vạn vật đã và đang thúc đẩy sự tăng trưởng mạnh mẽ không ngừng số lượng thiết bị có khả năng kết nối vào mạng, đáp ứng nhu cầu truy cập mạng Internet ở bất cứ đâu vào bất kỳ lúc nào và từ bất kỳ thiết bị nào. Việc này đã tạo ra thách thức không nhỏ trong việc quản lý mạng máy tính đáp ứng yêu cầu đa dạng của người dùng về chất lượng dịch vụ. May mắn là trong thời gian gần đây Trí tuệ nhân tạo đang phát triển rất mạnh mẽ nhờ sự phát triển của công nghệ máy tính như GPU và TPU. Từ đó mở ra cơ hội ứng dụng Trí tuệ nhân tạo vào việc tự động hóa, tự thích nghi cho việc quản lý Mạng máy tính. Tuy nhiên việc áp dụng Trí tuệ nhân tạo vào hệ thống mạng hiện nay là không đơn giản vì các nút mạng chỉ có cái nhìn cục bộ và phạm vi tác động nhỏ hẹp. Để giải quyết vấn đề đó, kiến trúc tập trung hóa điều khiển, tiêu biểu là Mạng định nghĩa bằng phần mềm - SDN, là một giải pháp khả thi. Do vậy, đề tài này hướng đến sẽ phát triển một tầng tri thức trên kiến trúc Mạng định nghĩa bằng phần mềm, hình thành nên một hệ thống Mạng định nghĩa bằng tri thức (Knowledge-defined Network).","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
